title,artist,link
Seated Female Nude with Striped Floor Drape,Unknown,./record/22642?highlight=*:*
Untitled (1966),Maureen Dawson,./record/99845?highlight=*:*
Man and Cauldron (1950),Alfred Hackney,./record/21029?highlight=*:*
History of a Medium (1971),"Eduardo Luigi Paolozzi KBE, RA",./record/21696?highlight=*:*
Standing Male Nude (1930-1931),Thomas Pow,./record/21126?highlight=*:*
Blue Waterfall,Andrew Mackenzie,./record/20751?highlight=*:*
Dying Gaul (1822),Unknown,./record/20597?highlight=*:*
Portrait of a Woman Wearing a Hat (1951),Alexandra Bennett,./record/21232?highlight=*:*
Standing Male Nude,John Houston,./record/21047?highlight=*:*
Untitled (1961),Norma Kirk,./record/22011?highlight=*:*
Sugar Bowl with Spoon,Janet Gillies,./record/122545?highlight=*:*
Unknown,Unknown,./record/53553?highlight=*:*
Saucer,Emma Gillies,./record/53657?highlight=*:*
Unknown (1957),Peter Coyle,./record/50512?highlight=*:*
Sketch for Final Composition,Colin Brown,./record/53566?highlight=*:*
Pink Nude Study*,Elsie Blomgren,./record/122831?highlight=*:*
Still Life with Peonies,Anne Redpath,./record/20746?highlight=*:*
Untitled - Woodland Fantasy in Green (1963),Jean M. Marshall,./record/99362?highlight=*:*
Saucer,Emma Gillies,./record/53630?highlight=*:*
Brass moths and bees (2018),Jessica Gasson,./record/102752?highlight=*:*
Figure in Rocky Landscape at Sunset (1964),James Goodall,./record/122842?highlight=*:*
Untitled - Figure Drawing of A Woman with Pig Tails (1965),Gordon Bryce,./record/99281?highlight=*:*
Teacup,Emma Gillies,./record/53652?highlight=*:*
Untitled (1999),Kate Baker,./record/21882?highlight=*:*
Untitled (1968),Alistair Bell,./record/99378?highlight=*:*
Standing Male Nude (1950),Cecile E M Johnston,./record/21026?highlight=*:*
For They Shall See God (2006),Jennifer M. Hughes,./record/99881?highlight=*:*
Untitled (1947),Sheila Turnbull,./record/111032?highlight=*:*
November Afternoon (1982),Gwyneth M. Leech,./record/99433?highlight=*:*
Portrait of a Man,Anthony Sinclair,./record/21471?highlight=*:*
"Metope 29, south entablature, Parthenon (1837)",NA,./record/20648?highlight=*:*
Untitled (Unknown),J Nicoll,./record/21728?highlight=*:*
Reclining Male Nude (25 NOV 1949),Adam Robson,./record/20811?highlight=*:*
Untitled (1946),Dorothy M. Peach,./record/21738?highlight=*:*
Female Nude Seated on a Chair (1953),Margaret Ronald,./record/20950?highlight=*:*
Plate (1920s),Emma Gillies,./record/53670?highlight=*:*
Girl and Baby (1962),Joan Eardley,./record/99213?highlight=*:*
Unknown (1994),Esther Tacke,./record/21914?highlight=*:*
Treasure on a Loch,John Brown,./record/22603?highlight=*:*
Reflections on métro at 7.15 am (1963),Ann F Ward,./record/99339?highlight=*:*
"Unknown, Abstract",Paresh Chandra Chakraborty,./record/99485?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (2003)",Unknown,./record/99930?highlight=*:*
Portrait of a Woman (1955),Edith Duke,./record/21218?highlight=*:*
Untitled (Unknown),Annabel Keatley,./record/21609?highlight=*:*
Two Men in a Country Landscape (1952),James P W Syme,./record/22717?highlight=*:*
Vase (1920s),Emma Gillies,./record/122136?highlight=*:*
Unknown (1950),Unknown,./record/53507?highlight=*:*
Back of Standing Female Nude in Clay Modelling Class (1973),Robin S. Taylor,./record/123115?highlight=*:*
Portrait of a Man (11 NOV 1957),R Wright,./record/20904?highlight=*:*
Unknown (1957),Peter G. Collins,./record/50399?highlight=*:*
Allegro Moderato Firemans' Parade (1977),"Eduardo Luigi Paolozzi KBE, RA",./record/21697?highlight=*:*
Reclining Seated Male Nude (1958),Peter Standen,./record/20866?highlight=*:*
Male Portrait (1959),Peter McGinn,./record/22686?highlight=*:*
Brass Rubbing of Monk with Chalice (Unknown),Unknown,./record/21655?highlight=*:*
Free Fall (1985),Robert Adam,./record/21593?highlight=*:*
Untitled - Nude Woman in Red Reclining on a Red Couch (1963),Meriel A W de C Acton,./record/99476?highlight=*:*
Untitled (Unknown),Renny Tait,./record/21723?highlight=*:*
Untitled - Abstract Collage (1969),Leslie McConnell,./record/99408?highlight=*:*
Organic Abstract Mural Design (1968),Janet G Leask,./record/99261?highlight=*:*
Standing Male Nude with Cane (1958),Lesley Crawford,./record/21109?highlight=*:*
Stately Dance (1947),Allan W. Robson,./record/21741?highlight=*:*
Riders from the North Frieze of the Parthenon (1836-1837),NA,./record/20704?highlight=*:*
"Small Classical Head, possibly Apollo",NA,./record/20605?highlight=*:*
Esme (1949),Betty Elston,./record/22694?highlight=*:*
Works of a Strange Device: Drawing Smoke (2016),Suzanne Priestley,./record/99239?highlight=*:*
Side Plate,Emma Gillies,./record/53610?highlight=*:*
Figure of a river-god from west pediment,NA,./record/20633?highlight=*:*
Still Life with Tea and Coffee Pots (1960),Elizabeth M. Hansen,./record/99838?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,./record/20676?highlight=*:*
Unknown,George Roderick Carmichael,./record/50566?highlight=*:*
Ayrshire Christening robe,Unknown,./record/100006?highlight=*:*
Old Man Sitting,Agnes Sim,./record/122779?highlight=*:*
View of Garden with Washing Lines (1987),Margaret L. Smyth,./record/22559?highlight=*:*
Abstract (1989),Linda A. Henniker,./record/21455?highlight=*:*
Teacup,Emma Gillies,./record/53642?highlight=*:*
Unknown,Christopher Nugent,./record/50429?highlight=*:*
Two Red Abstract People,Francis Convery,./record/111440?highlight=*:*
Aerial View of a Street (1965),Laura McPherson,./record/99394?highlight=*:*
Bar at 1732 St Charles (02 AUG 1973),Jonathan Woodham,./record/21433?highlight=*:*
Unknown (1950),John W. Corner,./record/50517?highlight=*:*
Portrait of a Woman (1969),Lynn Bushell,./record/21093?highlight=*:*
Portrait of a Boy Seated (17 MAR 1955),Norma Macgregor,./record/21220?highlight=*:*
Portrait of a Seated Woman (1950),Alexander F Mitchell,./record/21053?highlight=*:*
Two Views of a Man Seated (1959),Grace Nichol,./record/21120?highlight=*:*
Seated Female Nude (Circa 1964),Alexander Moffat,./record/21337?highlight=*:*
Reclining Female Nude (1955),Fiona C MacCormick,./record/21014?highlight=*:*
Drawing of a Man's Head (1955),James Robertson,./record/20804?highlight=*:*
Untitled (1967),Rosemary Seaton,./record/22475?highlight=*:*
Unknown,Unknown,./record/50395?highlight=*:*
Unknown,Alan J McLeod,./record/53604?highlight=*:*
Unknown (1983),Stuart T. MacKenzie,./record/53561?highlight=*:*
Self Portrait (1950),Zygmunt Bukowski,./record/22687?highlight=*:*
Untitled (Unknown),Unknown,./record/21978?highlight=*:*
Seated Female Nude (03 FEB 1959),Barbara Strachan,./record/20870?highlight=*:*
15th Century Italian (Feb 1982),Carol Binnie,./record/21976?highlight=*:*
Unknown (1960),Dorothea Brown,./record/50601?highlight=*:*
From Ponte Rialto Venezia (10 MAR 1948),Marjorie Wallace,./record/20854?highlight=*:*
Untitled (1965),Gregor Smith,./record/22009?highlight=*:*
Unknown (Circa 1890),Unknown,./record/50462?highlight=*:*
Two Seated Men (1949),Douglas Gordon,./record/21100?highlight=*:*
"Temple Cottage, Temple, View of Garden",Sir William George Gillies,./record/99221?highlight=*:*
Plate,Emma Gillies,./record/53728?highlight=*:*
Portrait of a Woman (1959),Unknown,./record/20974?highlight=*:*
Lorenzo de' Medici (Pre 1837),Unknown,./record/20595?highlight=*:*
Unknown (1987),Donald Clark,./record/53603?highlight=*:*
Untitled (Unknown),Renny Tait,./record/21645?highlight=*:*
Unknown,Alan M. Alexander,./record/50598?highlight=*:*
Untitled (2002),Kirsty MacDonald,./record/99929?highlight=*:*
Swedish apron (1958),Unknown,./record/102689?highlight=*:*
Swirl V (1998),Fionna Buck,./record/21674?highlight=*:*
Untitled (Unknown),Unknown,./record/21633?highlight=*:*
Body Print (1982),Paul Duffus,./record/21965?highlight=*:*
Portrait of Woman in a Hat (1958),Alan Alexander,./record/21165?highlight=*:*
Seated Male Nude (1954),Elizabeth Blackadder,./record/21410?highlight=*:*
Sitting Figures (Circa 1964),Peter Pretsell,./record/122715?highlight=*:*
Groom and Horse from South Frieze of the Parthenon (1836-1837),NA,./record/20733?highlight=*:*
Portrait of a Woman (27 JAN 1954),John P Busby,./record/21381?highlight=*:*
Seated Woman in a Green Hat (Circa 1908),Agnes Sim,./record/122782?highlight=*:*
Untitled (2002),Ahjae Lim,./record/99936?highlight=*:*
Portrait of a Boy,Graeme Murray,./record/21474?highlight=*:*
Cushion,Enid Mason,./record/123303?highlight=*:*
Building,Stephanie Dees,./record/123101?highlight=*:*
Still Life (1967),Scott Murray,./record/22613?highlight=*:*
"Still Life, Oil Paints and Pots (1949)",Zygmunt Bukowski,./record/22732?highlight=*:*
Krokadeel (1959),"Eduardo Luigi Paolozzi KBE, RA",./record/22035?highlight=*:*
Aduton 51 (1977),Paul Feiler,./record/21666?highlight=*:*
Untitled (Unknown),Louisa Burnett Hall,./record/21958?highlight=*:*
Abstract Female Nude (1965),William Gillon,./record/21312?highlight=*:*
Untitled (1969),Jennifer M. Hughes,./record/99837?highlight=*:*
Seated Female Nude,Colin Stewart,./record/21425?highlight=*:*
Portrait of a Woman (1957),Colin Turner,./record/21144?highlight=*:*
Unknown,Jean Selby,./record/50412?highlight=*:*
Nude Study Female,Robert J. Brough,./record/122855?highlight=*:*
Via D' Italia (Unknown),John Brown,./record/21673?highlight=*:*
Saucer,Emma Gillies,./record/53661?highlight=*:*
Landscape (Circa 1988),Arlene Isbister,./record/22604?highlight=*:*
Untitled - Two Chefs in a Dark Room (1964-1965),Gordon Bryce,./record/99280?highlight=*:*
Untitled (Unknown),S J Dooley,./record/99912?highlight=*:*
Reclining Female Nude with Skeleton,Unknown,./record/122803?highlight=*:*
Back of Bennachie,Hazel Holmes,./record/21623?highlight=*:*
Seated Male Nude reading a Newspaper (1960),Jean Ritchie,./record/20791?highlight=*:*
Patchwork quilt (1700-1899),Unknown,./record/102731?highlight=*:*
Seated Female Nude (1958),David Rifat,./record/20873?highlight=*:*
Composition with Figures and Flags (Diptych) (1965),William Gillon,./record/21314?highlight=*:*
Unknown (1950),Muriel Davidson,./record/53475?highlight=*:*
"3,500 Men (May 1986)",Andrew Arnott,./record/99470?highlight=*:*
Untitled (Unknown),Unknown,./record/21627?highlight=*:*
Untitled - Abstract Blue and Red Shapes (1989),Joanne Leonie Milne,./record/99387?highlight=*:*
Untitled - Nude Male (1968-1969),Charles Ian Patterson,./record/99409?highlight=*:*
Landscape (01 MAY 1985),Allison E Sharpe,./record/21466?highlight=*:*
Unknown,Robert Euman,./record/53545?highlight=*:*
Cast Study of Clement Pappi's 'Dying Adonis' (15 MAY 1950),David Michie,./record/21036?highlight=*:*
Untitled (2003),Scott Laverie,./record/93377?highlight=*:*
Seated Skeleton (Circa 1955),Peter McGinn,./record/21087?highlight=*:*
Untitled (Unknown),Unknown,./record/22000?highlight=*:*
Studio Corner (2003),Peter Scott,./record/99937?highlight=*:*
Girls from East Frieze of the Parthenon (1836-1837),NA,./record/20681?highlight=*:*
Portrait of a Man (1968),Donald C S Shaw,./record/21403?highlight=*:*
Donkey and Cart in Landscape (Circa 1955),Mollie E N Langlands,./record/21017?highlight=*:*
Untitled - Portrait of A Woman (1982),Tina-Marja Leppanen-Ritchie,./record/99434?highlight=*:*
Men in a Rugby Changing Room (Circa 1952),Trevor Stubley,./record/21412?highlight=*:*
Portrait of a Seated Man (1951),James P W Syme,./record/21370?highlight=*:*
Saucer,Emma Gillies,./record/53624?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53515?highlight=*:*
Figure Composition (Circa 1968),Alan T. Johnston,./record/122691?highlight=*:*
Standing Male Nude (1960s),Alan Dempster,./record/21277?highlight=*:*
Spanish Village (1957),David McClure,./record/122252?highlight=*:*
Unknown (1957),Morag Cuthbertson,./record/50507?highlight=*:*
Unknown (1968),Kenneth R Duffy,./record/99514?highlight=*:*
Seated Figure Reading Newspaper,Angus C. A. Hood,./record/22610?highlight=*:*
Seated Female Nude (1958),Jean I. Beattie,./record/20921?highlight=*:*
Untitled - Children Playing (1963),Monika L I Uecker,./record/99445?highlight=*:*
Untitled (1964),Carol Handyside,./record/99840?highlight=*:*
Portrait of James McComb (1950),Thomas Kim Redpath,./record/122732?highlight=*:*
Disaster Painting 2 (2024),Esther Forse,./record/123746?highlight=*:*
Plate,Emma Gillies,./record/53718?highlight=*:*
Portrait of Seated Woman Reading (1953),Roy McCallum,./record/20898?highlight=*:*
Unknown (1960),Hugh Deans,./record/53575?highlight=*:*
Vase,Emma Gillies,./record/53738?highlight=*:*
Untitled (1967),Kevin Maguire,./record/22027?highlight=*:*
Graveyard and Church (possibly),John Brown,./record/21525?highlight=*:*
Untitled (Unknown),David Giblin,./record/21635?highlight=*:*
Portrait of a Seated Woman (1958),Ann Forbes,./record/21112?highlight=*:*
Seated Nude at Washbasin (1963),Kathleen B. Russell,./record/122786?highlight=*:*
Untitled (2003),Robin Kukiel,./record/99932?highlight=*:*
Unknown (1949),Douglas Baxter,./record/50577?highlight=*:*
Untitled (Unknown),Margaret Clyde,./record/21628?highlight=*:*
Seated Female Nude wearing Floral Hat (1962),June M. Morgan,./record/99354?highlight=*:*
Cotton Wool Brain (2019),Zuzana Ullmannová,./record/113744?highlight=*:*
Portrait of a Man (1959),Alan Kemp,./record/20902?highlight=*:*
Bowl (1920s),Emma Gillies,./record/122078?highlight=*:*
Plate,Emma Gillies,./record/53721?highlight=*:*
Untitled - Drawing of a Man Wearing a Hat (1967),Isobel T Johnstone,./record/99253?highlight=*:*
Untitled - Bird Cage (1965-1966),Norman Orr,./record/99407?highlight=*:*
Distortion 2 (2014),Ainsley Francis,./record/47453?highlight=*:*
Lepidopterists (1951),Valerie A. Cockburn (Gage),./record/122822?highlight=*:*
Nude,Zygmunt Bukowski,./record/22654?highlight=*:*
Harbour (1953-1954),Alistair M Park,./record/21348?highlight=*:*
Singer (JAN 1987),Paul Rooney,./record/21841?highlight=*:*
Female Nude (1924),Henry Moore,./record/53472?highlight=*:*
Legless Graham (Unknown),Jennifer Blake,./record/21997?highlight=*:*
Park Band Stand Scene (1952),Ian Lawson,./record/122687?highlight=*:*
Standing Woman,John Bellany,./record/20766?highlight=*:*
Untitled (Unknown),Marjorie Ann,./record/99907?highlight=*:*
Unknown (1960),Denness Morton,./record/53547?highlight=*:*
Unknown,Joseph Sharples,./record/50379?highlight=*:*
Bloomers,Unknown,./record/102663?highlight=*:*
Untitled (1994),Sara Ogilvie,./record/21961?highlight=*:*
Bearded Man Sitting (Circa 1973),Catherine A. MacLean,./record/22621?highlight=*:*
Head of a Woman (1948),Gavin Stuart,./record/20827?highlight=*:*
Male Model (Circa 1966),James H. Fairgrieve,./record/122819?highlight=*:*
Untitled - Still Life of Kitchen Table in Orange (1963),William O. Little,./record/99269?highlight=*:*
Portrait of a Man (1970),Karol Prentice,./record/122735?highlight=*:*
Unknown (1968),Paul Youngs,./record/53591?highlight=*:*
Untitled (1962),Deborah Eadie,./record/112447?highlight=*:*
Untitled (1983),Robert Rivers,./record/99801?highlight=*:*
Interior Scene (1968),Ian Patterson,./record/21341?highlight=*:*
Untitled (1963),Ruth Walker,./record/22017?highlight=*:*
Unknown (1950),Thomas Clapperton,./record/50562?highlight=*:*
Portrait of a Girl (1937),Vanessa Bell,./record/99798?highlight=*:*
The Sun Dissolves while Man Looks Away from the Unborn Child Mesmerized by the New Technologies,"Eduardo Luigi Paolozzi KBE, RA",./record/21703?highlight=*:*
Seated Female Nude (1954),Leslie Drummond,./record/21259?highlight=*:*
Cornfield (1963),Joan Eardley,./record/21957?highlight=*:*
Winter Seascape,Kathleen Russell,./record/122892?highlight=*:*
Northern Highland Landscape (1934),William Wilson,./record/21677?highlight=*:*
Untitled - City Highrise (Feb 1962),William Gillon,./record/99482?highlight=*:*
Lid (1920s),Emma Gillies,./record/122080?highlight=*:*
Light Around Limbo (2016),Joseph Glover,./record/99263?highlight=*:*
Unknown (1962),Carol Handyside,./record/50480?highlight=*:*
Georgian waistcoat (1700-1799),Unknown,./record/102662?highlight=*:*
Seated Male Nude with Glasses (Circa 1968),Gregory Lummell,./record/21284?highlight=*:*
Seated Male Nude (1956),James Robertson,./record/21245?highlight=*:*
Portrait of a Man (1952),J Shillabeer,./record/21201?highlight=*:*
Untitled (2006),Siri Gossman,./record/99883?highlight=*:*
The Idea (1991),Karen Guthrie,./record/21907?highlight=*:*
Two Seated Women and One Standing Woman (1949),Douglas Gordon,./record/21099?highlight=*:*
Extrude (2013),Charlotte Roseberry,./record/21302?highlight=*:*
Man in His Garden (DEC 1977),Muriel A. M. Kirkwood,./record/21672?highlight=*:*
Unknown (1951),Harold F Burnett,./record/50572?highlight=*:*
Untitled (1963),Iona Murray,./record/99402?highlight=*:*
Portrait of a Boy (1955),Peter McGinn,./record/21219?highlight=*:*
Untitled (Unknown),S J Dooley,./record/99911?highlight=*:*
Machine stitched net (1946),Unknown,./record/102688?highlight=*:*
Teacup,Emma Gillies,./record/53638?highlight=*:*
Unknown (MAY 1949),John W. Corner,./record/50520?highlight=*:*
Unknown (1950),B. J. Chambers Crabtree,./record/50513?highlight=*:*
Portrait of a Bearded Man (1960),Marjory Dickson,./record/20993?highlight=*:*
Untitled (2007),Rob Hunter,./record/99893?highlight=*:*
Landscape with Bridge and Loch (Circa 1987),Renny J. Tait,./record/22519?highlight=*:*
Untitled (2007),Vikki Hill,./record/99966?highlight=*:*
Interior Scene,Sigrid Gordon,./record/21462?highlight=*:*
Untitled (Unknown),Donald Clark,./record/21636?highlight=*:*
Trafalgar Square (1963),Unknown,./record/21773?highlight=*:*
Untitled (Unknown),Unknown,./record/21838?highlight=*:*
Sleeping Female Nude (1950),Alexander F Mitchell,./record/21057?highlight=*:*
Abstract City Landscape (1967),Christine Watson,./record/53609?highlight=*:*
Figures and Sunshine (1962),Leon Francesco Morrocco,./record/21400?highlight=*:*
Unknown (1954),John P Busby,./record/50570?highlight=*:*
Untitled (1980),Unknown,./record/99824?highlight=*:*
Portrait - Girl (1946),Dorothy M. Peach,./record/22707?highlight=*:*
Reclining Male Nude (1954),David Ewans,./record/21252?highlight=*:*
Unknown (1958),Katherine Cowan,./record/50514?highlight=*:*
Lucius Junius Brutus,Unknown,./record/20561?highlight=*:*
Portrait of Girl in Jumper (1964),William Gillon,./record/99324?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,./record/50443?highlight=*:*
Opuntia Basilaris Engelmann and Bigelow 1957 (1993-1994),Jane Watt,./record/99459?highlight=*:*
Untitled - Men and Fishing Nets (1963),Ann F Ward,./record/99345?highlight=*:*
Unknown,Unknown,./record/53540?highlight=*:*
The Canteen (1947),Marjorie B. Wallace,./record/122778?highlight=*:*
Posts in the Landscape (01 MAY 1985),Allison E Sharpe,./record/21469?highlight=*:*
Woman with Neck Scarf (1981),Alistair M. Banks,./record/122875?highlight=*:*
Corner of the Garden Palazzo Barderini Rome (FEB 1948),Marjorie Wallace,./record/20852?highlight=*:*
Morgue (1997),Susan Calder,./record/22684?highlight=*:*
North Berwick from Belhaven Bay (Unknown),Catherine Orbach,./record/21792?highlight=*:*
Untitled (Unknown),Unknown,./record/21988?highlight=*:*
Entry into Jerusalem (1956),Peter McGinn,./record/122719?highlight=*:*
Untitled (Unknown),Valerie Anderson,./record/21890?highlight=*:*
Seated Man Seen from Behind (Circa 1955),Peter McGinn,./record/21089?highlight=*:*
Untitled (1984),Unknown,./record/21602?highlight=*:*
Standing Male Nude (1952),Unknown,./record/21222?highlight=*:*
Snowed Under (1998),John Brown,./record/21863?highlight=*:*
Toledo (1950),Alastair Flattely,./record/21374?highlight=*:*
Craigleith Island July '92 (1992),Delia M Surplice,./record/99415?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53679?highlight=*:*
Large Head (1984),Gwen W. Hardie,./record/22622?highlight=*:*
Tskihrva (Unknown),Boris Bućan,./record/22043?highlight=*:*
Colourful Landscape with Monoliths (1959),Jacqueline A N Stieger,./record/20824?highlight=*:*
Woodland #4 (2007),Asbjorn Hollerud,./record/99898?highlight=*:*
Ravenscraig Castle (1953),Ian J. D. Short,./record/122775?highlight=*:*
Embroidered cloth,Winsome Douglass,./record/113836?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20718?highlight=*:*
Portrait of a Woman (1949),Leszek Muszynski,./record/21076?highlight=*:*
Unknown (1947),Thomas M. B. Watt,./record/50575?highlight=*:*
Untitled (1954),Ian Hodkinson,./record/111041?highlight=*:*
Untitled (Unknown),Unknown,./record/99960?highlight=*:*
The Repairable Flatpack Toaster (2017),Kasey Hou,./record/100020?highlight=*:*
Riders: Parthenon Frieze (1836-1837),NA,./record/20706?highlight=*:*
Hairy Veg (2016),Eden Hawkins,./record/99266?highlight=*:*
Untitled (Unknown),Unknown,./record/21853?highlight=*:*
Back of Woman wearing Long Dress with Bustle (1955-1956),Jacqueline A N Stieger,./record/20822?highlight=*:*
Seated Nude Woman (1951),James P W Syme,./record/22513?highlight=*:*
Shell-Shapes (1989),Dorothy Black,./record/21973?highlight=*:*
Still Life with Kettle,Ronald G Browne,./record/122935?highlight=*:*
Unknown (Circa 1890),Unknown,./record/50460?highlight=*:*
Unknown (1949),Betty Elston,./record/50581?highlight=*:*
Untitled (1963),Alison Keith,./record/22007?highlight=*:*
Aurora (2013),Marissa Stoffer,./record/47442?highlight=*:*
Seated Man on White Chair (1989),Claire E. Banks,./record/22555?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53681?highlight=*:*
Teapot,Emma Gillies,./record/122550?highlight=*:*
Late-night (Circa 1959),John Boyle,./record/21335?highlight=*:*
Untitled,Anne Waterhouse,./record/112342?highlight=*:*
Seated Male Nude (1958),Peter Standen,./record/20862?highlight=*:*
Untitled (1968),Michael Jannarelli,./record/22505?highlight=*:*
Man with Spring Plants (1953),Leonard Baskin,./record/21687?highlight=*:*
Unknown (1950),Francis Curran,./record/50505?highlight=*:*
Still Life (1983),Ruth Stirling,./record/122772?highlight=*:*
2uit Deconstructing One/I'm Not That Basic (2006),Rachel Garguilo,./record/99885?highlight=*:*
Woman Sewing (1963),Chloe E Brayn,./record/99374?highlight=*:*
Untitled (Unknown),Unknown,./record/21604?highlight=*:*
Portrait of a Man (1951),James Wilson,./record/21226?highlight=*:*
Vase (1920s),Emma Gillies,./record/122132?highlight=*:*
Abstract with White Paper Strips,Alistair J. Magee,./record/22540?highlight=*:*
Abstract (1967),Eileen E M Lawrence,./record/22614?highlight=*:*
Sleeping Male Nude (1970),Elsbeth Coop,./record/20970?highlight=*:*
Untitled - Nude Figure Lying in Bed (1984),Joseph Sharples,./record/99333?highlight=*:*
Untitled (1997),Peter Marshall,./record/21889?highlight=*:*
Stadium (1987-1988),Jane V Hyslop,./record/21457?highlight=*:*
Charioteers from North Frieze of the Parthenon (1836-1837),NA,./record/20678?highlight=*:*
Self Portrait (1951),Barbara C. Balmer,./record/22708?highlight=*:*
Portrait of a Man (1948),Sheena Page,./record/21071?highlight=*:*
Seated Male Nude (1965),J Lord,./record/21291?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20720?highlight=*:*
Portrait of a Man Seated (1960),Jane Heggie,./record/20980?highlight=*:*
Embroidered panel,Winsome Douglass,./record/113835?highlight=*:*
Plate (1924),Emma Gillies,./record/53726?highlight=*:*
Untitled - Abstract Still Life of Flowers and Fruit (1963),Ann F Ward,./record/99351?highlight=*:*
Four Abstract Panels,Linda A. Henniker,./record/21460?highlight=*:*
Miner and Dog (Unknown),Sir Sidney Nolan,./record/21679?highlight=*:*
Untitled (Unknown),Unknown,./record/21620?highlight=*:*
Untitled (Unknown),Unknown,./record/21596?highlight=*:*
Don Quixote (Unknown),Unknown,./record/21682?highlight=*:*
Japanese Scene with Fish,George M. Donald,./record/112494?highlight=*:*
Untitled (1987),Mia Stanley,./record/21577?highlight=*:*
Untitled,Jane Strachen,./record/20758?highlight=*:*
Plate,Emma Gillies,./record/53720?highlight=*:*
Untitled,Peter Pretsell,./record/99796?highlight=*:*
Lit Doorway,C. K.?,./record/22541?highlight=*:*
Portrait of Woman in a Hat (1958),Robert M E Callender,./record/21326?highlight=*:*
Seated Female Nude (1959),Robert M E Callender,./record/122827?highlight=*:*
Reclining Female Nude (Circa 1967),Eileen E M Lawrence,./record/21355?highlight=*:*
The Harbour (Apr 1982),Susan Thores,./record/21974?highlight=*:*
Tree and Horses (1955),Carol Duke,./record/122964?highlight=*:*
Standing Male Nude (21 MAY 1954),Margaret Proudfoot,./record/21251?highlight=*:*
Sketch of Figure in a Window for Final Composition,Colin Brown,./record/53567?highlight=*:*
Untitled - Deli of a Butcher Shop (1984),Heidi J P Kosaniuk,./record/99436?highlight=*:*
Untitled (Unknown),Unknown,./record/21850?highlight=*:*
Untitled (1963),Iona Murray,./record/22003?highlight=*:*
Charlotte (1984),B.R. Coode-Adams,./record/21600?highlight=*:*
North State (2013),Tiina Lilja,./record/47438?highlight=*:*
Still Life (1968),Alfons B. Jasinski,./record/122702?highlight=*:*
Still Life with Twigs and Teazles (Circa 1950),Joan Connell,./record/122858?highlight=*:*
Man in Vest (1964),Carole V Danielson,./record/22664?highlight=*:*
Untitled (1962),Janette Brown,./record/99376?highlight=*:*
Still Life with a Jar of Cherries (1969),Rosemary E. Hamblin,./record/122683?highlight=*:*
Untitled (Unknown),Unknown,./record/21874?highlight=*:*
Big Top (Circa 1968),Gillian Mather,./record/21485?highlight=*:*
Self Portrait,Vivien Alexander,./record/122918?highlight=*:*
Viennese embroidery in frame (1936),Unknown,./record/100010?highlight=*:*
Untitled (1967),Lawrence Roche,./record/21758?highlight=*:*
Part Piece,Christopher Nugent,./record/122967?highlight=*:*
Untitled,Garry Marshall,./record/112341?highlight=*:*
"Male Nude, possibly Hermes (with bubbly feet)",Unknown,./record/20603?highlight=*:*
Untitled (1983),Unknown,./record/21894?highlight=*:*
Mods and Rockers,George M. Donald,./record/122829?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,./record/20669?highlight=*:*
Untitled (1983),Elizabeth Gourlay,./record/21595?highlight=*:*
Untitled (1977),Katherine Keil,./record/21618?highlight=*:*
The Stone of Orkney (2012),Teruo Isomi,./record/21366?highlight=*:*
Portrait of a Standing Woman (07 FEB 1957),Albert Robson,./record/20814?highlight=*:*
Untitled (Unknown),Vivien Hinkley,./record/21858?highlight=*:*
Unknown,Robert Euman,./record/53546?highlight=*:*
Reclining Male Nude (1957),William J. Dungate,./record/20964?highlight=*:*
Efficacious Force (2013),Marissa Stoffer,./record/47443?highlight=*:*
Woman Sitting,Helen M. Percy,./record/122798?highlight=*:*
Untitled (1955),Alan Bartram,./record/99828?highlight=*:*
The Dive (1966),William S. T. Brodie,./record/22601?highlight=*:*
"Metope 1, south entablature, Parthenon (1837)",NA,./record/20639?highlight=*:*
Still Life with Striped Cloth and Pots,David Rifat,./record/22691?highlight=*:*
Untitled (Unknown),Unknown,./record/99914?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53684?highlight=*:*
Untitled (2002),Sarah Jamieson,./record/99946?highlight=*:*
Riders from South Frieze of the Parthenon (1836-1837),NA,./record/20721?highlight=*:*
"Still Life with White Lace, Fish and Edinburgh Castle (1967)",Marie Waugh,./record/22580?highlight=*:*
Unknown (1950),Zygmunt Bukowski,./record/53558?highlight=*:*
Seated Female Nude (1954),D Stewart Lowdon,./record/21241?highlight=*:*
Four Orchids,Susan Alexander,./record/50408?highlight=*:*
Still Life with Mirror (1970),Peter Wheeler,./record/122815?highlight=*:*
Untitled,John Kieran,./record/112499?highlight=*:*
Untitled (1946),Vivian Chapman,./record/21734?highlight=*:*
