title,artist,link
Portrait of an Old Woman (1959),Barbara Strachan,./record/20868?highlight=*:*
Young Boy (1963),Roger Cameron,./record/21265?highlight=*:*
Untitled (MAR 1962),Irene Thomson,./record/22015?highlight=*:*
'Gordini' Fairground Ride,Hazel Walker,./record/21508?highlight=*:*
Marshal from the East Frieze of the Parthenon (1836-1837),NA,./record/20679?highlight=*:*
Untitled - Print of Dining Table with Window (1962),Ann F Ward,./record/99336?highlight=*:*
Study for picture 'Waking of Brynhildr' (1897),Pavlov Chailly,./record/50472?highlight=*:*
View from a Window,Sylvia Mackiewicz,./record/21453?highlight=*:*
Horse (1920s),Emma Gillies,./record/53750?highlight=*:*
Portrait with a Beret (1986),Charles P. Stiven,./record/21437?highlight=*:*
Man and Basket (1950),Alfred Hackney,./record/21030?highlight=*:*
Self Portrait (1975),Ruth S. Stiven,./record/122889?highlight=*:*
Portrait of a Woman (1957),Ruth Illingworth,./record/21007?highlight=*:*
Giraffe (1920s),Emma Gillies,./record/53749?highlight=*:*
Standing Female Nude (1959),R G Browne,./record/20953?highlight=*:*
Untitled (Unknown),Unknown,./record/21555?highlight=*:*
Aix: Moroccan Women (1955),Margaret Proudfoot,./record/21031?highlight=*:*
Unknown (1968),Kenneth R Duffy,./record/99515?highlight=*:*
A Red Made For R.M Rilke (2006),Catlin Dalton,./record/99884?highlight=*:*
Side Plate,Emma Gillies,./record/53612?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53686?highlight=*:*
Untitled (2006),Daisy Richardson,./record/99866?highlight=*:*
Untitled (1962),Paresh C. Chakraborty,./record/112307?highlight=*:*
My Boots Are Wet from the grass (2006),Becky Campbell,./record/99962?highlight=*:*
Standing Female Nude (1959),Kenneth Dingwall,./record/21329?highlight=*:*
Idolino,Unknown,./record/20576?highlight=*:*
Gem cabinet 3 (of 6) containing 43 medallions (Unknown),Unknown,./record/20617?highlight=*:*
Country Lane (1959),Jacqueline A N Stieger,./record/20821?highlight=*:*
Portrait of a Woman (1954),D Stewart Lowdon,./record/21214?highlight=*:*
Untitled (2002),Elizabeth Shepherd,./record/99947?highlight=*:*
Untitled (1946),Esther W. Hamilton,./record/21730?highlight=*:*
Unknown (1973),David Hogg,./record/53601?highlight=*:*
Virgin and Child (Unknown),Unknown,./record/20571?highlight=*:*
Busmen Newhaven (1960-1964),Irene Thomson,./record/21901?highlight=*:*
Unknown (1949),Mary D Thomson,./record/50453?highlight=*:*
Suit of Armour (Circa 1964),Kirkland Main,./record/21170?highlight=*:*
Preparatory Sketch (1962),John Picking,./record/50528?highlight=*:*
Untitled (2002),Lisa Flett,./record/99935?highlight=*:*
Demolished Building,Keith Thomson,./record/21464?highlight=*:*
Self (1964),Senga Guthrie,./record/53593?highlight=*:*
Untitled (1967),Sylvia M. R. Cameron,./record/112303?highlight=*:*
Untitled I (2007),Jenny Smith,./record/99899?highlight=*:*
Oranges (2018),Jessica Gasson,./record/102753?highlight=*:*
Untitled - Life Drawing of a Bearded Man in Brown Jacket (1967),Isobel T Johnstone,./record/99252?highlight=*:*
Untitled (Unknown),David C Duke,./record/21983?highlight=*:*
Unknown,Colin Brown,./record/53565?highlight=*:*
"Composition with Hieroglyphics, Signs and Symbols (Circa 1977)",Sally E. Oswald,./record/22561?highlight=*:*
Portrait of a Man with Beard (18 JAN 1957),R Wright,./record/20905?highlight=*:*
Unknown (1946),Norma Forrest,./record/50591?highlight=*:*
Unknown (1960),Hugh Deans,./record/53574?highlight=*:*
Untitled (2007),Rita Marhaug,./record/99979?highlight=*:*
Seated Female Nude (1939-1940),James H Donaldson,./record/21125?highlight=*:*
Portrait of a Woman (1958),Dorothy Durward,./record/21141?highlight=*:*
Untitled - Two Apes Sun Bathing (1963),Ann F Ward,./record/99347?highlight=*:*
Portrait of a Seated Woman (1954),Margaret Proudfoot,./record/21212?highlight=*:*
Seated Male Nude (1959),George MacIntosh,./record/20884?highlight=*:*
Standing Male Nude Leaning on a Stool (1952),Unknown,./record/21216?highlight=*:*
Standing Male Nude (DEC 1951),M McKeown,./record/21225?highlight=*:*
Untitled (1969),Richard Easson,./record/22493?highlight=*:*
View of a Shipyard (1966),Roy M. W. Cameron,./record/122837?highlight=*:*
Portrait of a Woman (1951),Andrew Kidd,./record/21235?highlight=*:*
Portrait of an Old Man (1952),Frances Walker,./record/20848?highlight=*:*
Horses and men (facing left),NA,./record/20659?highlight=*:*
Figure Seated on Bed,Graeme D. High,./record/122686?highlight=*:*
Untitled - Figures and Bicycles in the City (1965-1966),James B. Thomson,./record/99450?highlight=*:*
La Messe de Minuit - Église St Eustache (1963),Ann F Ward,./record/99342?highlight=*:*
The Fruitstand (Unknown),Elizabeth Gourlay,./record/21777?highlight=*:*
Untitled (Unknown),Alison Williams,./record/21944?highlight=*:*
Unknown (1952),Rosemary Bagshaw,./record/53518?highlight=*:*
Porcus Omnivorous (1994),Sara Ogilvie,./record/21960?highlight=*:*
Saucer,Emma Gillies,./record/53663?highlight=*:*
Portrait of Standing Woman wearing Overalls (1959),Denness Morton,./record/20889?highlight=*:*
Untitled (2007),Esther McGreggor,./record/99895?highlight=*:*
Untitled (1966),Helen G. S Forde,./record/99813?highlight=*:*
Untitled - Two Women at the Ocean (1985-1986),Olivia Irvine,./record/99428?highlight=*:*
Still Life (1985),Paul John Croft,./record/21795?highlight=*:*
Untitled (1963),[Unknown] Black,./record/22024?highlight=*:*
Skeleton Studies (Circa 1957),David Young,./record/20861?highlight=*:*
Untitled (Unknown),Unknown,./record/21862?highlight=*:*
Landscape with Horse (1945-1946),William MacLaren,./record/21065?highlight=*:*
Untitled - Figure Drawing of A Nude Woman Lying Down (1964-1965),Gordon Bryce,./record/99278?highlight=*:*
"Metope 8, south entablature, Parthenon (1837)",NA,./record/20650?highlight=*:*
Portrait of a Young Boy (1956),David McClure,./record/21334?highlight=*:*
Saucer,Emma Gillies,./record/53622?highlight=*:*
Untitled (1964),James Goodall,./record/99846?highlight=*:*
Profile of Man in Yellow Jumper,Fergus A Mather,./record/99357?highlight=*:*
Beth ydy ti'r Experience am Protest (2023),Ffion Williams,./record/123694?highlight=*:*
Untitled (1949),Victorine Anne Schilsky,./record/21746?highlight=*:*
Untitled (Unknown),Unknown,./record/21870?highlight=*:*
Untitled - Abstract Crowd Scene (1964-1965),William Gillon,./record/99477?highlight=*:*
Abstract (Circa 1965),James B. Thomson,./record/21402?highlight=*:*
Sweeps and Chimney Pots (Circa 1952),Frances M. Walker,./record/102659?highlight=*:*
Still Life Lobster Creel (1965),Helen M. Percy,./record/122870?highlight=*:*
Untitiled (Circa 1960),Robert L Snowden,./record/21544?highlight=*:*
Still Life with Fish (1949),Alistair F. Flattely,./record/22700?highlight=*:*
Portrait of a Man (1968),Charles Ian Patterson,./record/21321?highlight=*:*
Plate (1920s),Emma Gillies,./record/53668?highlight=*:*
Unknown,Josephine Ganter,./record/53569?highlight=*:*
Unknown (1955),Edith Duke,./record/53526?highlight=*:*
Seated Woman in Red and Green Dress (1966),Unknown,./record/122766?highlight=*:*
Seated Female Nude (1955),Jean Fraser,./record/21195?highlight=*:*
Privata Care (2016),Natalie Howlett,./record/99237?highlight=*:*
Teacup,Emma Gillies,./record/53649?highlight=*:*
Teacup,Emma Gillies,./record/53648?highlight=*:*
Portrait of a Man (1953),Andrew Restall,./record/20945?highlight=*:*
Untitled - Two Chefs (1984-1985),Angus C. A. Hood,./record/99429?highlight=*:*
Virgin and Child (Tondo),Unknown,./record/20544?highlight=*:*
Portrait of a Man (1964),Kirkland Main,./record/102658?highlight=*:*
Tennis Courts (1952),Eric Ritchie,./record/22641?highlight=*:*
Vase,Emma Gillies,./record/53737?highlight=*:*
Portrait of a Woman,Alice Henderson,./record/21528?highlight=*:*
Bathers (1962),Vivien Alexander,./record/22524?highlight=*:*
Unknown (20 FEB 1956),James C. Y. Gavin,./record/53494?highlight=*:*
Portrait of a Woman (1952),Dorothy H. N. Forrest,./record/21202?highlight=*:*
Untitled (1947),Allan W. Robson,./record/21745?highlight=*:*
Portrait of a Woman (Circa 1959),Ronald G Browne,./record/21318?highlight=*:*
Untitled - Reclining Nude Woman (1963),Gordon Bryce,./record/99276?highlight=*:*
Untitled (1981),Jane Fairclough,./record/21591?highlight=*:*
Portrait of a Man (1959),John O'Neill,./record/21154?highlight=*:*
Performing Labour: a guide to creative resistance (2020),Aisling Ward,./record/113779?highlight=*:*
Woman and Fox (FEB 1966),James Fairgrieve,./record/21344?highlight=*:*
Portrait of a Man (1959),Bruce Clapperton,./record/20909?highlight=*:*
Society Reproduces Doubt (2020),Molly Kent,./record/113747?highlight=*:*
Bagatelle (1950),Eric Ritchie,./record/122921?highlight=*:*
Unknown (1960),Robin E. Bownass,./record/50607?highlight=*:*
Orange Abstract (1987),Alistair Banks,./record/22724?highlight=*:*
Untitled,Unknown,./record/21788?highlight=*:*
Portrait of a Woman in a Hat (1958),Pat Calder,./record/20959?highlight=*:*
Untitled (1963),Irene Thomson,./record/22016?highlight=*:*
Mexican needleweaving.donkeys (1951),Unknown,./record/102691?highlight=*:*
Untitled (1967),Helen Pollock,./record/22028?highlight=*:*
Portrait of an Elderly Woman (1960),Dorothea Brown,./record/20994?highlight=*:*
Three Street Views,Unknown,./record/21176?highlight=*:*
Untitled (1966),Carra McNeil,./record/22506?highlight=*:*
Unknown (1947-1948),Marjorie Wallace,./record/50444?highlight=*:*
Untitled (1968),Maureen Purcell,./record/22503?highlight=*:*
Man with Glasses (1941),P. G. Prescot,./record/22737?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),./record/50554?highlight=*:*
Portrait of a Young Man (1948),Sheena Page,./record/21070?highlight=*:*
Portrait of a Woman (1964),Peter Pretsell,./record/21420?highlight=*:*
Teacup,Emma Gillies,./record/53644?highlight=*:*
Child's collar. Chinese,Unknown,./record/102674?highlight=*:*
Untitled (2006),Digby Maass,./record/99859?highlight=*:*
Untitled (Unknown),Unknown,./record/21966?highlight=*:*
Still Life with Light bulb and Toy Plane (1967),Eileen E M Lawrence,./record/122701?highlight=*:*
Abstract Still Life with Yellow Pot,Thomas P. O'Brien,./record/123109?highlight=*:*
Seated Female Nude (1969),Rosemary E. Hamblin,./record/122801?highlight=*:*
Looking for women (2017),Tessa Lynch,./record/102738?highlight=*:*
Seated Male Nude (1960),Thomas T Robertson,./record/20807?highlight=*:*
Unknown (1950-1951),Valerie A. Cockburn (Gage),./record/50553?highlight=*:*
Portrait miniatures in a frame (Unknown),Unknown,./record/20623?highlight=*:*
Men in a Rugby Changing Room (Circa 1952),Trevor Stubley,./record/21411?highlight=*:*
Reclining Nude Woman (1953),Frances M. Walker,./record/122784?highlight=*:*
Abstract (1971),John F. Mooney,./record/22679?highlight=*:*
Patrick Nuttgens (recto) (1953),Llewella C. Brayne,./record/22705?highlight=*:*
(n) (fr) Les Voyeurs (1984),David C Duke,./record/99247?highlight=*:*
Parc de Tuileries - Paris (1963),John Bellany,./record/21533?highlight=*:*
Seated Woman (Circa 1961),Ann F Ward,./record/21354?highlight=*:*
Wrap up (Unknown),George Donald,./record/21825?highlight=*:*
Unknown (Unknown),Unknown,./record/21554?highlight=*:*
Man in Uniform,Tennant,./record/21481?highlight=*:*
Farm (possibly),Donald Clark,./record/21489?highlight=*:*
Unknown (1985),Donald Provan,./record/50418?highlight=*:*
Unknown (1960),John Johnstone,./record/53550?highlight=*:*
Plate (1920s),Emma Gillies,./record/53711?highlight=*:*
Life Painting,Elizabeth Blackadder,./record/20754?highlight=*:*
Untitled,Joyce M Cumming,./record/112356?highlight=*:*
Untitled - Girl with Crows (1961-1962),Gwendolene E Roger,./record/99399?highlight=*:*
Riders from the West Frieze of the Parthenon (1836-1837),NA,./record/20664?highlight=*:*
Barrel Vessel (1920s),Emma Gillies,./record/122070?highlight=*:*
138 (2015),Mark Osborne,./record/53773?highlight=*:*
Of Christine Clay (1964),Connie Dearness,./record/53583?highlight=*:*
Four Female Heads (1959),Denness Morton,./record/21078?highlight=*:*
Seated Male Nude (15 FEB 1950),John Parnell,./record/21066?highlight=*:*
Composition Notes (02 MAY 1978),Unknown,./record/53537?highlight=*:*
Chimney Pots (1966),James B. Thomson,./record/21913?highlight=*:*
Side Plate,Emma Gillies,./record/53616?highlight=*:*
Untitled (Unknown),Rhalina Morgan,./record/21688?highlight=*:*
Untitled - Nude Female Standing (1964),Eleanor Maiden,./record/99360?highlight=*:*
Portrait of a Man (1957),Norman E Kirkpatrick,./record/21022?highlight=*:*
Unknown (1948),Mabel D. Lawford,./record/50537?highlight=*:*
Double Handled Vessel (1920s),Emma Gillies,./record/53739?highlight=*:*
Coupar,Unknown,./record/50409?highlight=*:*
Portrait (1956),Unknown,./record/21256?highlight=*:*
Unknown (Unknown),Margaret Clyde,./record/21879?highlight=*:*
Minoan Fertility Goddess Figurines (2017),Daisy Silver,./record/100015?highlight=*:*
"A PHP Error was encountered Severity: Warning Message: Undefined array key ""dctitleen"" Filename: views/search_results.php Line Number: 98 A PHP Error was encountered Severity: Warning Message: Trying to access array offset on null Filename: views/search_results.php Line Number: 98 (1967)",Dorothy Campsie,./record/112304?highlight=*:*
Portrait of Mary Edmond (1954),Moira E. Brown,./record/122807?highlight=*:*
Domestic Landscape I (2005),Giedre Karsokiene,./record/99969?highlight=*:*
Portrait of Seated Woman (1952),Nicholas Patrick Rentiens,./record/21371?highlight=*:*
Standing Female Nude (1959),Bruce Clapperton,./record/20910?highlight=*:*
Standing Male Nude (1959),Kenneth Dingwall,./record/21330?highlight=*:*
Dish (1920s),Emma Gillies,./record/53731?highlight=*:*
Portrait of a Woman (1956),James Robertson,./record/21185?highlight=*:*
Untitled - Abstract Collage with Spheres (1988-1990),Arlene Isbister,./record/99471?highlight=*:*
Untitled (Unknown),Gregg Magee,./record/21639?highlight=*:*
Yellow Plane* (1999),Sarah Gittens,./record/122823?highlight=*:*
Portrait of a Seated Woman,Barbara Mackie,./record/20999?highlight=*:*
Unknown,Unknown,./record/50388?highlight=*:*
Untitled (Unknown),Unknown,./record/99956?highlight=*:*
Standing Male Nude (1939),Betty M. Ferguson,./record/21131?highlight=*:*
Untitled (Unknown),Jennifer C. Lindsay,./record/21877?highlight=*:*
Untitled - Print of Figures Lying in a Garden (1962),Ann F Ward,./record/99337?highlight=*:*
Abstract (Unknown),Mark Harris,./record/21660?highlight=*:*
Black Nude,Ann Stout,./record/122808?highlight=*:*
Untitled (1981),Sarah Robertson,./record/21835?highlight=*:*
Portrait of a Man (1952),David Michie,./record/21385?highlight=*:*
Old Waverley Hotel (1990),Kirsty E. Raitt,./record/22587?highlight=*:*
Damn blast and a side order of damn,Colin Montgomery,./record/22545?highlight=*:*
Espresso Saucer (1920s),Emma Gillies,./record/53683?highlight=*:*
Untitled - Drawing in Profile of a Sitting Woman (1980),Carolyn S Byres,./record/99425?highlight=*:*
"fig.1 Destination, fig 2 Time - 10.35 pm (1984)",Andrew Binnie,./record/99466?highlight=*:*
Unknown (1950),Francis Curran,./record/50506?highlight=*:*
Multicolour Abstract (1970),Christopher J. Allan,./record/122873?highlight=*:*
Unknown (1950),James T. Ferguson,./record/53500?highlight=*:*
Untitled - Greenhouse (1965-1966),James B. Thomson,./record/99448?highlight=*:*
Unknown (1952),Alastair Fairweather,./record/50422?highlight=*:*
Unknown (1960),Alan M. Alexander,./record/50595?highlight=*:*
"Metope 32, south entablature, Parthenon (1837)",NA,./record/20646?highlight=*:*
Untitled (1983),Robert Rivers,./record/99803?highlight=*:*
Self Portrait (1949),Alison E. H. Stuart,./record/122762?highlight=*:*
Unknown,Sean Byrne,./record/53600?highlight=*:*
Unknown,Unknown,./record/53504?highlight=*:*
Untitled (Unknown),Anna Richardson,./record/21937?highlight=*:*
Townscape in Snow (1980s),Paul Furneaux,./record/21434?highlight=*:*
"Metope 7, from entablature of the Parthenon (1837)",NA,./record/20642?highlight=*:*
Radio Break (2006),Chris Nau,./record/99879?highlight=*:*
Untitled - Life Drawing of Reclining Female in Dress (1962),Isobel T Johnstone,./record/99251?highlight=*:*
Untitled (Unknown),David C Duke,./record/21980?highlight=*:*
Sean Connery as a Life Model (1952),Alastair Fairweather,./record/22598?highlight=*:*
Untitled (1960),Robert L Snowden,./record/21543?highlight=*:*
Digging Peat (Circa 1952),Maureen Baird,./record/122836?highlight=*:*
Standing Female Nude holding Basket (25 JAN 1959),Barbara Strachan,./record/20871?highlight=*:*
Woman Seated on Sofa (May 1963),John Bellany,./record/20779?highlight=*:*
Unknown (1950),Zygmunt Bukowski,./record/53555?highlight=*:*
Playground (1989),Linda Gilliard,./record/22634?highlight=*:*
Game Birds,George Glen,./record/53607?highlight=*:*
Untitled (Unknown),[Unknown] Black,./record/22022?highlight=*:*
Urban Scene,Paul J Donaldson,./record/21446?highlight=*:*
Still Life with Green Boots and Knotted Rope (1987),Sheila Arnot,./record/22543?highlight=*:*
Untitled (2006),Hannah Jasper,./record/99856?highlight=*:*
Seated Female Nude at Washbasin (1946),Marjorie H. McLachlan,./record/122790?highlight=*:*
Untitled (2007),Malin Johanson,./record/99977?highlight=*:*
Untitled (1995-1996),Arabella Harvey,./record/21722?highlight=*:*
Three Standing Female Nudes (1957),Andrew Conkie,./record/20926?highlight=*:*
Espresso Cup (1920s),Emma Gillies,./record/53700?highlight=*:*
Fragment of ornament (spandrel shape),Unknown,./record/20565?highlight=*:*
